id,chapter,section,page_number,content,keywords,medical_category,age_group,created_at,updated_at
103,Chapter Unknown,General,5250,"159.1 Amenorrhea
Fareeda Haamid and Gina S. Sucato
Amenorrhea, the absence of menstruation, generally requires evaluation at age 15 years, or if there has been no menstruation within 3 years
of the onset of puberty (primary amenorrhea), or if there has been no
menstruation for the length of three previous cycles in a postmenarchal patient (secondary amenorrhea). However, the following caveats exist: lack of any pubertal signs by age 13 years in a female should
prompt evaluation for pubertal delay; in sexually active patients, or
those with other symptoms suggesting pathology, evaluation should
be initiated without waiting for three missed cycles; in patients whose
breast development started between age 8 and 9 years, observation
for >3 years may be warranted in some cases, given data suggesting
that the age of thelarche has decreased but the age of menarche has
not. Conversely, expectant management with close follow-­up can be",symptoms|development,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
104,Chapter Unknown,General,5300,"Table 159.2  Causes of Primary or Secondary Amenorrhea
Pregnancy (regardless of history can cause primary or secondary
amenorrhea)
Functional hypothalamic states (stress, weight loss, undernutrition,
high levels of exercise, energy deficit even at normal weight)
Relative energy deficiency in sport (RED-­S) (inadequate energy intake
causing impaired physiologic function, including amenorrhea,
bradycardia, and low bone density)
Eating disorders
Premature ovarian insufficiency (autoimmune, idiopathic, galactosemia,
or secondary to radiation or chemotherapy)
Hypothalamic and/or pituitary damage (e.g., irradiation, tumor,
traumatic brain injury, surgery, hemochromatosis, midline central
nervous system defects such as septooptic dysplasia, autoimmune
pituitary hypophysitis)
Thyroid disease (hyper-­ or hypo-­; hypothyroidism more likely to be
associated with increased bleeding)
Prolactinoma
Systemic disease (e.g., inflammatory bowel disease, cyanotic
congenital heart disease, sickle cell disease, cystic fibrosis, celiac
disease)
Hyperandrogenism (polycystic ovary syndrome, nonclassic congenital
adrenal hyperplasia, adrenal tumor or dysfunction)
Drugs and medications (e.g., illicit drugs, atypical antipsychotics,
hormones)
Turner syndrome (including mosaicism)",fibrosis|hypophysitis|therapy|galactosemia|disorder|hemochromatosis|medication|syndrome|turner syndrome|disease|ovary syndrome,Urology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
105,Chapter Unknown,General,5350,"159.2 Abnormal Uterine Bleeding
Fareeda Haamid and Gina S. Sucato
Abnormal uterine bleeding (AUB) is a broad term used to describe any
menstrual bleeding pattern that deviates from physiologic patterns.
Clinicians are encouraged to categorize the abnormal pattern based
on the patient’s complaint, which is typically irregular (AUB/IMB:
intermenstrual bleeding) or heavy (AUB/HMB: heavy menstrual
bleeding).",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
106,Chapter Unknown,General,5400,"Menstrual status should be treated as a vital sign; at every preventative
care or comprehensive visit clinicians should document the first day of
the last menstrual period and the menstrual pattern. Although menses are frequently irregular in the early postmenarcheal years, further
evaluation is necessary when menstrual patterns vary too widely from
what is normal for age. Even in the first postmenarcheal year, menses are usually not less frequent than every 45 days. Menses become
increasingly regular with age, and by 3 years after menarche typically
occur every 21-­35 days, lasting 3-­7 days. Personal cycle duration is usually established by age 19 or 20 years.
In the early postmenarcheal years, the most common cause of AUB in
adolescents is anovulation caused by immaturity of the hypothalamic-­
pituitary-­ovarian axis. In the absence of a mid-­cycle LH surge to
stimulate ovulation, there is no corpus luteum production of progesterone. Without the stabilizing effects of progesterone on the endometrial lining, there is increased risk of irregular bleeding. AUB caused",adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
107,Chapter Unknown,General,5450,"by ovulatory dysfunction (AUB-­O; previously termed dysfunctional
uterine bleeding), describes irregular bleeding in the absence of specific anatomic, systemic, or endocrinologic disease. Although it is the
most common cause of abnormal menstrual bleeding in adolescents,
AUB-­O is a diagnosis of exclusion. It is important to remember that
most conditions that cause amenorrhea can first cause anovulation,
which is a key risk for heavy irregular bleeding. Table 159.4 lists the
causes of AUB and vaginal bleeding. Adolescents rarely present with
complaints of unusually short or light menses. However, short, light,
or infrequent menstrual patterns that have changed from a previously
established pattern may need to be evaluated similarly to secondary
amenorrhea.
Unscheduled bleeding during the use of hormonal contraception
frequently occurs, particularly with progestin-­only methods. Common
causes include medication nonadherence, interactions with prescribed
or over-­the-­counter medications, and smoking. Patients should be
reassured such bleeding is benign and not an indication to stop an otherwise satisfactory contraceptive method.",medication|diagnosis|adolescent|disease,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
108,Chapter Unknown,General,5500,"u Menstruation-Related Disorders
Secondary dysmenorrhea results from underlying pathology,
such as anatomic abnormality, or infection, such as pelvic inflammatory disease. However, the most common cause of secondary dysmenorrhea in adolescents is endometriosis, a condition in which
implants of endometrial tissue are found outside the uterus, usually near the fallopian tubes and ovaries. Often, other family members have endometriosis. Severe menstrual pain is characteristic of
endometriosis; however, adolescents may also have noncyclic pain.
Although primary dysmenorrhea is almost always the cause, a careful
history and physical examination are required for adolescents who
present with pelvic pain. An internal pelvic exam is not required in",endometriosis|disorder|infection|adolescent|disease,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
109,Chapter Unknown,General,5550,"females who are not sexually experienced and whose presentation is
consistent with primary dysmenorrhea. Constipation can vary cyclically in many females, especially those with irritable bowel syndrome,
and often significantly contributes to the pain. Mittelschmerz, brief
severe pain with ovulation, occurs at mid-­cycle. Table 159.6 lists the
differential diagnosis and “red flags” for secondary dysmenorrhea.
Ovarian cysts, a frequent concern of families, are usually transient
and painless.
Treatment for primary dysmenorrhea is aimed at preventing or decreasing prostaglandin production. The mainstay of first-­line treatment is prostaglandin synthetase inhibition with NSAIDs (Table 159.7) beginning at,",treatment|diagnosis|bowel syndrome|syndrome,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
110,Chapter Unknown,General,5600,"Crampy pelvic pain may be accompanied by aching/
heaviness in lower back and upper thighs, nausea,
emesis, diarrhea, headache, mastalgia, fatigue,
and dizziness; symptoms begin at or shortly before
menstrual flow onset and last 1-­3 days.",symptoms,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
111,Chapter 161,"163), occur in adolescents at higher rates than in adults. Significant",5650,"Contraception
Mary E. Romano and Elizabeth M. Alderman
The consequences of sexual activity, including unintended pregnancy
(see Chapter 161) and sexually transmitted infections (STIs; Chapter
163), occur in adolescents at higher rates than in adults. Significant
barriers, including access to confidential care, may delay an adolescent’s ability to access reproductive healthcare until after initiation of
sexual activity, and many may become pregnant and/or acquire an STI
during this interval. Early and appropriate counseling and education
with adolescents, including direct discussion of the risks of unintended
pregnancy and STI prevention, can help to mitigate these risks; adolescents who plan sexual initiation are 75% more likely to use contraception at sexual debut. Therefore appropriate patient-­centered counseling
and provision of contraception as warranted are an essential component of comprehensive healthcare for adolescents. Female refers to cis-­
female but theoretically would include all those with a uterus engaging
in sexual behaviors that put them at risk for pregnancy.",infection|adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
112,Chapter Unknown,General,5700,"To decrease rates of unintended pregnancy, the American Academy of
Pediatrics (AAP) and American College of Obstetricians and Gynecologists (ACOG) recommend that healthcare providers counsel about
and ensure access to all contraceptive methods for their adolescent",adolescent|pediatric,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
113,Chapter Unknown,General,5750,"patients. Comparing typical effectiveness of contraceptive methods,
Figure 160.1 illustrates a tiered system of contraceptive methods ranging from more effective to least effective. These tiers are categorized by
typical-­use failure rates, which reflect the effectiveness of a method for
the average person who may not always use the method consistently
or correctly (Table 160.1). For example, for oral contraceptive pills, the
typical-­use failure rate is 7%, whereas the perfect-­use failure rate is <1%.
Tier 1 methods, the most effective, include those with failure rates of
<1 pregnancy per 100 women in a year of typical use, and reversible
Tier 1 methods include intrauterine devices (IUDs) and implants. Tier
2 methods have failure rates of 4-­7 pregnancies per 100 women in a year
of typical use and include injectable contraception, oral contraceptive
pills, contraceptive patches, and the vaginal ring. Tier 3 methods have
failure rates of >13 pregnancies per 100 women per year of typical use
and include the male and female condom, the diaphragm, withdrawal,
the sponge, fertility awareness–based methods, and spermicides.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
114,Chapter Unknown,General,5800,"High failure rate; local irritation; must be reapplied
with repeat intercourse; unknown effect on HIV
transmission, cost
Requires a prescription, local irritation; must be
reapplied with repeat intercourse; cannot be
used with vaginal ring, cost/insurance coverage",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
115,Chapter Unknown,General,5850,"*Risk of unintended pregnancy during first year of use; data from Trussel J et al: In: Hatcher RA, Nelson AL, Trussell J, et al., eds. Contraceptive Technology, 21st ed. New York: Ayer
Company Publishers; 2018.
STIs, Sexually transmitted infections; OTC, over the counter; N-­9, Nonoxynol 9.
Adapted from Choice of contraceptives. Med Lett 2018;60(1557):161.",infection,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
116,Chapter Unknown,General,5900,"greatly increased over the last 50 years. Factors associated with contraceptive use at first sex include increasing age among teens up to age 17
years, time spent in college, and planning their sexual debut.
More than half of sexually experienced female teens are currently
using the most effective reversible contraceptives or moderately effective contraceptive methods. U.S. teens’ use of hormonal methods at last
intercourse is less frequent compared with teens in other developed
countries. A higher likelihood of female current contraceptive use is
associated with older age at sexual initiation, aspirations for higher
academic achievement, acceptance of one’s own sexual activity, and a
positive attitude toward contraception. Despite the importance of dual-­
method use to protect against both unwanted pregnancy and STIs, only
33% of sexually active female U.S. teens report using a barrier method
(condoms) plus another method of contraception at last sexual activity.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
117,Chapter Unknown,General,5950,"). Their comorbidities or concurrent medication use may
make STIs and unintended pregnancy an increased health risk and
may affect contraceptive counseling/options. The U.S. Medical Eligibility Criteria for Contraceptive Use (MEC) outlines medical conditions associated with increased risk for adverse health events with
pregnancy and provides recommendations for who can safely use specific contraceptive methods.
The goals of adolescent contraceptive counseling are to (1) understand adolescent experiences, preferences, perceptions, and misperceptions about pregnancy and use of contraceptives; (2) help adolescents
understand the risks of unprotected sexual intercourse, including STIs
and unintended pregnancy; (3) educate adolescents about the various contraceptive methods available using information that is medically accurate, balanced, and provided in a nonjudgmental manner;
and (4) engage in patient-­centered counseling so the adolescent feels
empowered to choose a safe and effective method that can either be",medication|adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
118,Chapter Unknown,General,6000,"Downloaded for mohamed ahmed (dr.mms2020@gmail.com) at University of Southern California from ClinicalKey.com by Elsevier on
April 21, 2024. For personal use only. No other uses without permission. Copyright ©2024. Elsevier Inc. All rights reserved.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
119,Chapter 151,"to contraceptive services, but given that many adolescents are under",6050,"1220 Part XI u Adolescent Medicine
provided on site or be easily obtained through prescription or by referral. If adolescents are comfortable and willing to include their parents
in this discussion, it is also always helpful to engage parents in the
decision-­making process and address any parental questions and concerns. Providers should be aware of state laws affecting confidentiality
and an adolescent’s ability to access confidential contraceptive services
(see Chapter 151). Most states allow adolescents confidential access
to contraceptive services, but given that many adolescents are under
their parents’ insurance plan, confidentiality may be unintentionally
breached through billing and explanation of benefit statements, as well
as through the open notes mandate. This should be discussed with
adolescents, especially those who are very concerned about disclosing
sexual health information to their parents or guardians.
Counseling should include a review of all contraceptive methods
available that the adolescent can use safely (see U.S. MEC). Long-­
acting reversible contraception (LARC/IUDs and implants) is a safe
and effective option for many adolescents, including those who have
not been pregnant or given birth. The adolescent should be counseled
about method effectiveness using typical-­use failure rates. Although
it is important to highlight the methods most effective at preventing
pregnancy, it is also imperative to provide contraceptive counseling
within the framework of reproductive justice and to avoid any coercion
due to provider preference or bias. The focus of contraceptive counseling should be on the priorities of the adolescent, and the adolescent
should be allowed to explore all options and determine which method
is most appropriate for their contraceptive needs and priorities. It is
important to ask about use of withdrawal and discuss its risks given
that 60% of female teens have used it for contraception and it has a
typical-­use failure rate of 20%. Abstinence should also be discussed as
an option even if teens have engaged in sexual intercourse in the past.
Abstinence may be the best option if adolescents do not have another
method available at a particular time.
Necessary concepts to address while discussing individual methods include how effective the method is, how long the method works,
what behaviors are required for correct and consistent use, what side
effects may be seen, any noncontraceptive benefits of the method (e.g.,
reduced menstrual bleeding, protection from STIs), and what signs
or symptoms of complications should prompt a return visit. Reviewing common side effects allows teens to anticipate and cope with any
changes with reassurance and may avoid method discontinuation.
Weighing the possibility of certain side effects with the possibility of
an unintended pregnancy may also help with the conversation. It is
also important to address any specific misperceptions teens may have
for certain contraceptives regarding side effects, effectiveness, or effect
on future fertility.
Once an adolescent chooses a method, the provider and adolescent
should discuss clear plans on correct and consistent use of the chosen
method and strategies for appropriate follow-­up (see Table 160.1). Providers should help the adolescent consider potential barriers to correct and consistent use (e.g., forgetting to take a pill daily) and develop
strategies to deal with each barrier (e.g., use of reminder systems such
as daily text messages or phone alarms). The provider should assess
whether the teen understood the information discussed and may confirm by asking the teen to repeat back key concepts.
The U.S. Selected Practice Recommendations for Contraceptive Use
provides guidance for providers regarding when to start contraception,
how to be certain the woman is not pregnant at contraception initiation, and what examinations and tests are recommended before initiating contraception. Generally, women may start a contraceptive method
other than an IUD at any time, and an IUD may be placed when a
provider is reasonably certain that a woman is not pregnant. The Centers for Disease Control and Prevention (CDC) defines this as a patient
who has no symptoms or signs of pregnancy, is ≤7 days after the start
of normal menses, has not had sexual intercourse since the start of last
normal menses, and has been correctly and consistently using a reliable
method of contraception
Most women do not require any special exam or additional screening for STIs before initiating contraception if they have been recently
screened according to the CDC’s STI treatment guidelines. A blood",symptoms|treatment|disease|adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
120,Chapter Unknown,General,6100,"u Contraception
Table 160.2  Categories of Medical Eligibility Criteria for
Contraceptive Use
Category 1: A condition for which there is no restriction for the use
of the contraceptive method
Category 2: A condition for which the advantages of using the
method generally outweigh the theoretical or proven risks
Category 3: A condition for which the theoretical or proven risks
usually outweigh the advantages of using the method
Category 4: A condition that represents an unacceptable health risk
if the contraceptive method is used",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
121,Chapter Unknown,General,6150,"Table 160.3  Conditions Classified as Category 3 and 4 for
Combined Hormonal Contraceptive Use
Category 4 (a condition that represents an unacceptable health risk
if the contraceptive method is used)
Complicated valvular heart disease
Current breast cancer
Severe decompensated cirrhosis
Deep venous thrombosis/pulmonary embolism (acute; history, not
on anticoagulation or on established therapy for at least 3 mo with
higher risk recurrence; major surgery with prolonged immobilization)
Complicated diabetes with nephropathy, retinopathy, neuropathy, or
other vascular disease or duration of diabetes >20 yr
Migraine with aura
Poorly controlled hypertension (blood pressure >160/100 mm Hg) or
hypertension with vascular disease
Ischemic heart disease (history of or current)
Hepatocellular adenoma
Malignant liver tumor
Peripartum cardiomyopathy (diagnosed <6 mo before or with
moderately or severely impaired cardiac function)
Postpartum <21 days
History of cerebrovascular accident
Systemic lupus erythematosus with positive antiphospholipid
antibodies
Thrombogenic pathogenic variants
Viral hepatitis (acute or flare)
Category 3 (a condition for which the theoretical or proven risks
usually outweigh the advantages of using the method)
Past breast cancer with no evidence of disease for 5 yr
Breastfeeding and <1 mo postpartum
Deep venous thrombosis/pulmonary embolism (history of DVT/PE
with lower risk recurrence)
Gallbladder disease (current, medically treated)
History of malabsorptive bariatric surgery
History of cholestasis and past combined oral contraceptive–related
Hypertension (adequately controlled or blood pressure
<160/100 mm Hg)
Peripartum cardiomyopathy with mild impairment or >6 mo
Postpartum 21-­42 days with other risk factors for venous
thromboembolism
Drug interactions (ritonavir-­boosted protease inhibitors; certain
anticonvulsants; rifampin or rifabutin)
First-­degree family member with a history of a blood clot/clotting
disorder/thromboembolic event
From Curtis KM, Tepper NK, Jatlaoui TC, et al. U.S. medical eligibility criteria for
contraceptive use, 2016, MMWR Recomm Rep 2016;65(RR-­3):1–104.",thrombosis|therapy|cirrhosis|hepatitis|disorder|disease,Cardiology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
122,Chapter Unknown,General,6200,"amenorrhea at 2 years is reported at 26% for Liletta users, and Kyleena
and Skyla report prolonged and irregular bleeding at 1 year in 5–20%
of users. Heavier bleeding patterns and increased dysmenorrhea are
reported in users of the Cu-­IUD. Patients should be counseled on
bleeding patterns and expected changes to their menstrual bleeding
after IUD insertion (Table 160.3).
Common misconceptions of IUDs among healthcare providers are
that IUDs can cause or increase the risks of infections, cause infertility,",infection,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
123,Chapter Unknown,General,6250,"Oral contraceptive pills (OCs) can be either COCs or POPs and are
commonly referred to as “the pill.” The pill is one of the most common
contraceptive methods used among women of all ages. To decrease risk
of pregnancy and increase continuation, providers are encouraged to
provide OCs at the time of patient presentation to start immediately
rather than waiting for next menses, as long as the provider is reasonably sure that the patient is not pregnant. Providers are also encouraged to provide up to 13 pill packs at a time, based on evidence that
more pill packs provided is associated with higher continuation rates.
However, it is important to see an adolescent in follow-­up once starting
contraception to discuss adherence and satisfaction with the method
selected. Advanced provision of emergency contraceptive pills is also
recommended should patients miss pills and have unprotected sex. The
effectiveness of COCs depends on adherence, and it can be difficult for
any patient to remember to take a pill each day. Figures 160.3 and 160.4
list the rules for missed pills or after vomiting or diarrhea.
COCs contain between 50 μg and 10 μg of an estrogenic substance,
typically ethinyl estradiol, and as many as 10 progestins are available
in the United States for combined pills. Multiple preparations are available to help select the formulation that satisfies an individual patient,
with minimal side effects. Studies looking at the effects of estrogen dosing on bone health have found lower rates of bone accrual in those
taking COCs containing 20 mcg as compared with nonusers. It is recommended that adolescents start on a COC containing 30-­35 μg of an
estrogenic substance.",adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
124,Chapter 159,"improved by COCs, as estrogen can reduce the effects of circulating",6300,"COCs can be packaged as 28-­day monophasic pills, which contain
the same dose of active pills for 21 or 24 days, followed by 7 or 4 days of
placebo pills, respectively. Monophasic formulations are also available
for extended cycles of 91 days or 1 year so that withdrawal bleeding does
not occur each month, but at the end of each extended cycle. Extended
cycling of monophasic COCs for adolescents has some anticipated
benefits associated with increased ovarian activity suppression and may
decrease failure rates. Other advantages include menstrual suppression
in those patients in whom that is a priority and diminished frequency
of hormonal withdrawal (premenstrual) effects, including headaches
and migraines, mood changes, and heavy monthly bleeding. The most
common side effect of extended-­cycle OCs is intermenstrual bleeding
and/or spotting, with the total days of bleeding over the first year of
treatment being similar for extended-­cycle users and users following
a 28-­day-­cycle regimen. The unscheduled bleeding pattern diminishes
over time. Multiphasic pill packs contain various levels of estrogen and
progestin for 21 active pills and contain 7 placebo pills. Multiphasic
formulations are not available for extended-­cycle use. Providers can
refer to the U.S. Selected Practice Recommendations for Contraceptive
Use to counsel patients on how to manage late or missed COCs.
The short-­term adverse effects of COCs, such as nausea and weight
gain, often interfere with compliance in adolescent patients. These
effects are usually transient and may be overlooked by the beneficial effects of a shortened menses and the relief of dysmenorrhea.
The inhibition of ovulation or the suppressant effect of estrogens on
prostaglandin production by the endometrium makes COCs effective in preventing dysmenorrhea (see Chapter 159). Acne is typically
improved by COCs, as estrogen can reduce the effects of circulating
androgens. There is no evidence that one particular COC is superior to",treatment|adolescent,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
125,Chapter Unknown,General,6350,"• Take the late or missed pill as
soon as possible.
• Continue taking the remaining
pills at the usual time (even if it
means taking two pills on the
same day).
• No additional contraceptive
protection is needed.
• Emergency contraception is not
usually needed but can be
considered if hormonal pills
were missed earlier in the cycle
or in the last week of the
previous cycle.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
126,Chapter Unknown,General,6400,"• Apply a new patch as soon as possible. (If
detachment occurred 24 hours since the
patch was applied, try to reapply the patch
or replace with a new patch.)
• Keep the same patch change day.
• No additional contraceptive protection is
needed.
• Emergency contraception is not usually
needed but can be considered if delayed
application or detachment occurred earlier
in the cycle or in the last week of the
previous cycle.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
127,Chapter Unknown,General,6450,"• Apply a new patch as soon as possible.
• Keep the same patch change day.
• Use back-up contraception (e.g., condoms)
or avoid sexual intercourse until a patch has
been worn for 7 consecutive days.
• If the delayed application or detachment
occurred in the third patch week:
– Omit the hormone-free week by
finishing the third week of patch use
(keeping the same patch change day)
and starting a new patch immediately.
– If unable to start a new patch
immediately, use back-up
contraception (e.g., condoms) or avoid
sexual intercourse until a new patch has
been worn for 7 consecutive days.
• Emergency contraception should be
considered if the delayed application or
detachment occurred within the first week
of patch use and unprotected sexual
intercourse occurred in the previous 5 days.
• Emergency contraception may also be
considered at other times as appropriate.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
128,Chapter Unknown,General,6500,"removed for 7 days during which time a withdrawal bleed should
occur. If the ring is accidentally expelled or removed for intercourse,
it should be reinserted; however, if it is out of place ≥48 hours or the
ring is not replaced within 7 days after removal, a backup method of
contraception should be used (Fig. 160.6). The vaginal ring is a Tier 2
contraceptive. Providers can refer to the U.S. Selected Practice Recommendations to counsel patients on how to manage delayed insertion or
reinsertion with the vaginal ring.
The first contraceptive ring available was NuvaRing, which measures
about 2.1 inches in diameter and releases 1 μg ethinyl estradiol and
120 μg etonogestrel daily. Users use one ring per 4-­week cycle with 3
weeks in and 1 week out and a scheduled withdrawal bleed. It should be
noted that although it is labeled for 28 days of use, it contains enough
hormones to be used for up to 35 days and can be replaced once every
calendar month. The ring can be used to extend cycles similar to COC
extended-­cycle pills. Patients may choose to use the Nuva Ring consecutively without any “ring-­free week” but should be aware that this can
carry a risk of breakthrough bleeding, as occurs with extended-­cycle
COC use. Annovera is FDA approved and offers a single ring, which
can be reused for 13 consecutive cycles and does not require refrigeration when not in use. Annovera has a diameter of about 2.2 inches and
releases 13 μg of EE and 150 μg of segesterone acetate daily. It has not
been studied for extended use, and initial studies did not include those
with a BMI >29 kg/m2.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
129,Chapter Unknown,General,6550,"Ulipristal acetate (UPA) is available for EC and is FDA approved for
use up to 120 hours after unprotected sex. UPA is available only by
prescription regardless of age. A few studies have shown it to be more
effective than LNG at and beyond 72 hours. If starting OC pills after
taking UPA, it is recommended to start or resume pills no sooner than 5
days after taking UPA to avoid decreased efficacy of contraceptive pills
as a result of its antiestrogenic effect. Studies have shown an increased
risk of ovulation if COC pills are started immediately after UPA use.
Studies have not looked at UPA efficacy when Depo or a progestin-­
containing LARC is initiated immediately after UPA use. If starting
a method requires an extra visit (e.g., IUDs, implant, Depo-­Provera),
starting the method at the time of ulipristal use may be considered,
weighing the risk of decreasing the effectiveness of ulipristal with the
risk of not starting a contraceptive method. Patients should be encouraged to take a pregnancy test within 3 weeks after UPA use either in
the office or on their own. Studies have suggested UPA is less effective
in overweight and obese women (BMI >25). This should be discussed
with patients, and all attempts should be made to provide UPA as soon
as possible after unprotected sexual activity.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
130,Chapter Unknown,General,6600,"In 2013 the FDA approved the emergency contraceptive drug Plan B
One-­Step as an OTC option for all persons of childbearing potential.
Experience with adolescents has demonstrated more effective use of
EC with advance provision, and this is not associated with more frequent unprotected intercourse or less condom and/or pill use. Nausea and vomiting are uncommon side effects, and LNG has been
shown to be more effective at preventing pregnancy than the Yuzpe
method. However, LNG has been shown to be less effective than UPA
when taken ≥72 hours and in women who are obese and overweight
(BMI >25). This should be discussed with women in deciding with EC
method is most appropriate for use. Patients should be encouraged to
take a pregnancy test within 3 weeks after EC use either in the office or
on their own.",adolescent|child,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
131,Chapter Unknown,General,6650,"The Yuzpe method has been replaced by the more effective methods of
EC, but may be useful for women who do not have access to other methods and/or already have COCs at home and desire EC. It is most effective
when taken up to 72 hours after unprotected intercourse. For EC, COC
pills with 200 μg ethinyl estradiol and 2 mg norgestrel or 1 mg levonorgestrel should be taken in two doses, 12 hours apart. This method is effective in reducing the risk of pregnancy by 75%. The most common side
effects are nausea (50%) and vomiting (20%), prompting some clinicians
to prescribe or recommend antiemetics along with the COCs.
Visit Elsevier eBooks+ at eBooks.Health.Elsevier.com for Bibliography.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
132,Chapter 161,"Despite these data, the United States continues to lead other industrialized countries in having high rates of adolescent pregnancy, with",6700,"There has been a trend of decreasing teen births and pregnancies since
1991 (Fig. 161.1). Teen birthrates in the United States are at a historic
low secondary to increased use of contraception at first intercourse,
use of dual methods of condoms and hormonal contraception among
sexually active teenagers, and access to abortion (see Chapter 161.1).
Despite these data, the United States continues to lead other industrialized countries in having high rates of adolescent pregnancy, with
>700,000 pregnancies per year. Nonetheless, the National Survey of
Family Growth (NSFG) 2006–2010 revealed that less than one third of",adolescent|growth,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
133,Chapter Unknown,General,6750,"In industrialized countries with policies supporting access to protection against pregnancy and sexually transmitted infections (STIs),
older adolescents are more likely to use hormonal contraceptives and
condoms, resulting in a lowered risk of unplanned pregnancy. Younger
teenagers are likely to be less deliberate and logical about their sexual
decisions, and their sexual activity is likely to be sporadic or even coercive, contributing to inconsistent contraceptive use and a greater risk
of unplanned pregnancy. Better personal hopes for employment and
higher educational goals are associated with lowered probability of
childbearing in most groups. In nonindustrialized countries, laws permitting marriage of young and mid-­teens, poverty, and limited female
education are associated with increased adolescent pregnancy rates.",infection|adolescent|child,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
134,Chapter Unknown,General,6800,"Adolescents may experience the traditional symptoms of pregnancy:
morning sickness (vomiting, nausea that may also occur any time of
the day), swollen tender breasts, weight gain, and amenorrhea. Often
the presentation is less classic; headache, fatigue, abdominal pain,
dizziness, and scanty or irregular menses are common presenting
complaints.
In the pediatric office, some teens are reluctant to divulge concerns
of pregnancy. Denial of sexual activity and menstrual irregularity
should not preclude the diagnosis in face of other clinical or historical information. An unanticipated request for a complete checkup or a
visit for contraception may uncover a suspected pregnancy. Pregnancy
is still the most common diagnosis when adolescents present with secondary amenorrhea.",symptoms|adolescent|diagnosis|pediatric,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
135,Chapter Unknown,General,6850,"final 1991–2020 and provisional 2021. Source: National Center for
Health Statistics, National Vital Statistics System, Natality. (From Hamilton BE, Martin JA, Osterman JA, Division of Vital Statistics, National
Center for Health Statistics. Births: provisional data for 2021. Nat Vital
Stats Rapid Release. 2022;20, Fig. 2.)",general pediatrics,General Pediatrics,Neonatal,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
